parentR,childR
http://ru.wikipedia.org/wiki/Modern_Times_Group,http://ru.wikipedia.org/wiki/TV1000_Русское_кино
http://ru.wikipedia.org/wiki/Citigroup,http://ru.wikipedia.org/wiki/EMI
http://ru.wikipedia.org/wiki/TV_Asahi,http://ru.wikipedia.org/wiki/Shin-Ei_Animation
http://ru.wikipedia.org/wiki/Бруней,http://ru.wikipedia.org/wiki/Piper_Aircraft
http://ru.wikipedia.org/wiki/Bugatti_Automobiles,http://ru.wikipedia.org/wiki/Lotus_Cars
http://ru.wikipedia.org/wiki/General_Motors,http://ru.wikipedia.org/wiki/Lotus_Cars
http://ru.wikipedia.org/wiki/Германия,http://ru.wikipedia.org/wiki/Deutsche_Bahn
http://ru.wikipedia.org/wiki/Sony,http://ru.wikipedia.org/wiki/Columbia_Pictures
http://ru.wikipedia.org/wiki/News_Corporation,http://ru.wikipedia.org/wiki/20th_Century_Fox
http://ru.wikipedia.org/wiki/Proton_Edar_Sdr_Holding,http://ru.wikipedia.org/wiki/Lotus_Cars
http://ru.wikipedia.org/wiki/Nike,http://ru.wikipedia.org/wiki/Converse
http://ru.wikipedia.org/wiki/Tata_Motors,http://ru.wikipedia.org/wiki/Jaguar
http://ru.wikipedia.org/wiki/Viacom,http://ru.wikipedia.org/wiki/Nickelodeon
http://ru.wikipedia.org/wiki/NBC_Universal,http://ru.wikipedia.org/wiki/MSNBC
http://ru.wikipedia.org/wiki/Исполнительная_власть_в_Японии,http://ru.wikipedia.org/wiki/NHK
http://ru.wikipedia.org/wiki/Би-би-си,http://ru.wikipedia.org/wiki/BBC_Radio
http://ru.wikipedia.org/wiki/Би-би-си,http://ru.wikipedia.org/wiki/BBC_Two
http://ru.wikipedia.org/wiki/The_Coca-Cola_Company,http://ru.wikipedia.org/wiki/Columbia_Pictures
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/Renault
http://ru.wikipedia.org/wiki/Metro-Goldwyn-Mayer,http://ru.wikipedia.org/wiki/United_Artists
http://ru.wikipedia.org/wiki/The_Walt_Disney_Company,http://ru.wikipedia.org/wiki/Walt_Disney_Pictures
http://ru.wikipedia.org/wiki/Microsoft,http://ru.wikipedia.org/wiki/Ultimate_Play_The_Game
http://ru.wikipedia.org/wiki/Nissan,http://ru.wikipedia.org/wiki/Renault
http://ru.wikipedia.org/wiki/Oracle,http://ru.wikipedia.org/wiki/PeopleSoft
http://ru.wikipedia.org/wiki/Rare,http://ru.wikipedia.org/wiki/Ultimate_Play_The_Game
http://ru.wikipedia.org/wiki/Veolia_Environnement,http://ru.wikipedia.org/wiki/Veolia_Transport
http://ru.wikipedia.org/wiki/Dr._Dre,http://ru.wikipedia.org/wiki/Beats_by_Dr._Dre
http://ru.wikipedia.org/wiki/Политика_Бутана,http://ru.wikipedia.org/wiki/Радиовещательная_служба_Бутана
http://ru.wikipedia.org/wiki/Time_Warner,http://ru.wikipedia.org/wiki/Castle_Rock_Entertainment
http://ru.wikipedia.org/wiki/Square_Enix,http://ru.wikipedia.org/wiki/Crystal_Dynamics
"http://ru.wikipedia.org/wiki/Суини,_Тим",http://ru.wikipedia.org/wiki/Epic_Games
http://ru.wikipedia.org/wiki/NBC_Universal,http://ru.wikipedia.org/wiki/Focus_Features
http://ru.wikipedia.org/wiki/Rebellion_Developments,http://ru.wikipedia.org/wiki/Core_Design
http://ru.wikipedia.org/wiki/Eidos_Interactive,http://ru.wikipedia.org/wiki/Core_Design
http://ru.wikipedia.org/wiki/CME_Group,http://ru.wikipedia.org/wiki/Чикагская_торговая_палата
http://ru.wikipedia.org/wiki/Toyota_Group,http://ru.wikipedia.org/wiki/Fuji_Heavy_Industries
http://ru.wikipedia.org/wiki/ZeniMax_Media,http://ru.wikipedia.org/wiki/Bethesda_Game_Studios
http://ru.wikipedia.org/wiki/Президент_Республики_Кипр,http://ru.wikipedia.org/wiki/Cyprus_Broadcasting_Corporation
http://ru.wikipedia.org/wiki/JoWooD_Entertainment,http://ru.wikipedia.org/wiki/Dreamcatcher_Interactive
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/Maybach
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/Orion_International
http://ru.wikipedia.org/wiki/Daimler,http://ru.wikipedia.org/wiki/Mercedes-Benz
http://ru.wikipedia.org/wiki/Национальная_баскетбольная_ассоциация,http://ru.wikipedia.org/wiki/NBA_TV
http://ru.wikipedia.org/wiki/Sony,http://ru.wikipedia.org/wiki/Media_Molecule
http://ru.wikipedia.org/wiki/Hasbro,http://ru.wikipedia.org/wiki/Hub_Network
http://ru.wikipedia.org/wiki/Time_Warner,http://ru.wikipedia.org/wiki/New_Line_Cinema
http://ru.wikipedia.org/wiki/Time_Warner,http://ru.wikipedia.org/wiki/NBA_TV
http://ru.wikipedia.org/wiki/TNT_N.V.,http://ru.wikipedia.org/wiki/TNT_Post
http://ru.wikipedia.org/wiki/Konami,http://ru.wikipedia.org/wiki/Hudson_Soft
http://ru.wikipedia.org/wiki/ZDF,http://ru.wikipedia.org/wiki/Phoenix_(телеканал)
http://ru.wikipedia.org/wiki/ARD,http://ru.wikipedia.org/wiki/Phoenix_(телеканал)
http://ru.wikipedia.org/wiki/Голос_Исламской_Республики_Иран,http://ru.wikipedia.org/wiki/Press_TV
http://ru.wikipedia.org/wiki/Fender,http://ru.wikipedia.org/wiki/Jackson_Guitars
