parentR,childR
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/Parlophone
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/Virgin_Records
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/Capitol_Records
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/Mute_Records
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/EMI_Music_Japan
http://ru.wikipedia.org/wiki/EMI,http://ru.wikipedia.org/wiki/Doggystyle_Records
http://ru.wikipedia.org/wiki/Enel,http://ru.wikipedia.org/wiki/Endesa
http://ru.wikipedia.org/wiki/Enel,http://ru.wikipedia.org/wiki/Энел_ОГК-5
http://ru.wikipedia.org/wiki/Eni,http://ru.wikipedia.org/wiki/Agip
http://ru.wikipedia.org/wiki/Epic_Games,http://ru.wikipedia.org/wiki/Titan_Studios
http://ru.wikipedia.org/wiki/Epitaph_Records,http://ru.wikipedia.org/wiki/ANTI-_Records
http://ru.wikipedia.org/wiki/Ericsson,http://ru.wikipedia.org/wiki/ST-Ericsson
http://ru.wikipedia.org/wiki/Etihad_Airways,http://ru.wikipedia.org/wiki/Air_Berlin
http://ru.wikipedia.org/wiki/ExxonMobil,http://ru.wikipedia.org/wiki/Imperial_Oil
http://ru.wikipedia.org/wiki/Federal_Air,http://ru.wikipedia.org/wiki/Pelican_Air_Services
http://ru.wikipedia.org/wiki/FedEx,http://ru.wikipedia.org/wiki/FedEx_Express
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Alfa_Romeo
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Maserati
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Ferrari
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Abarth
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Autobianchi
http://ru.wikipedia.org/wiki/Fiat,http://ru.wikipedia.org/wiki/Lancia
http://ru.wikipedia.org/wiki/Fiji_Airways,http://ru.wikipedia.org/wiki/Pacific_Sun
http://ru.wikipedia.org/wiki/Finmeccanica,http://ru.wikipedia.org/wiki/AgustaWestland
http://ru.wikipedia.org/wiki/Finmeccanica,http://ru.wikipedia.org/wiki/AnsaldoBreda
http://ru.wikipedia.org/wiki/Finmeccanica,http://ru.wikipedia.org/wiki/MBDA
http://ru.wikipedia.org/wiki/Finmeccanica,http://ru.wikipedia.org/wiki/Alenia_Aeronautica
http://ru.wikipedia.org/wiki/Fiskars,http://ru.wikipedia.org/wiki/Royal_Copenhagen
http://ru.wikipedia.org/wiki/FN_Herstal,http://ru.wikipedia.org/wiki/Браунинг_(пистолет)
